topic_id,top_words,weight_sum
0,"мор, берег, неб, кают, нибуд, вод, матрос, фрегат, палуб, корабл, ноч, англ",33.06906596632193
1,"берег, гор, лошад, дом, дорог, зелен, дерев, вод, больш, сторон, мор, вид",122.04826649270125
2,"японц, губернатор, адмира, японск, ед, берег, фрегат, полномочн, проч, отвеча, лодк, япон",79.08173390089999
3,"спрос, нибуд, больш, дом, по, отвеча, лиц, обед, рук, город, якутск, комнат",55.800933640076806
